RSPO,Kod teryt gminy,Typ gminy,"liczba
zdających","wynik
średni (%)","liczba
zdających.1","wynik
średni (%).1","liczba
zdających.2","wynik
średni (%).2"
60614,3025032,Gmina wiejska,23.0,54.0,23.0,48.0,23.0,57.0
263392,3025032,Gmina wiejska,22.0,46.0,22.0,35.0,22.0,48.0
29705,3025052,Gmina wiejska,13.0,61.0,13.0,38.0,13.0,55.0
31817,3025052,Gmina wiejska,17.0,73.0,17.0,44.0,17.0,79.0
34280,3025052,Gmina wiejska,40.0,59.0,40.0,40.0,31.0,66.0
20445,3025044,Miasto,122.0,55.0,122.0,49.0,102.0,66.0
20446,3025044,Miasto,88.0,50.0,89.0,41.0,81.0,56.0
29386,3025045,Obszar wiejski,13.0,58.0,13.0,42.0,2.0,
122154,3025045,Obszar wiejski,20.0,60.0,20.0,48.0,19.0,69.0
89037,3026012,Gmina wiejska,20.0,47.0,20.0,36.0,19.0,55.0
89038,3026012,Gmina wiejska,25.0,38.0,25.0,31.0,24.0,48.0
89066,3026012,Gmina wiejska,7.0,,7.0,,7.0,
26203,3026024,Miasto,42.0,50.0,42.0,35.0,42.0,51.0
11708,3026025,Obszar wiejski,10.0,63.0,10.0,35.0,10.0,52.0
85774,3026034,Miasto,51.0,57.0,51.0,43.0,51.0,53.0
85734,3026035,Obszar wiejski,7.0,,7.0,,7.0,
86187,3026035,Obszar wiejski,13.0,50.0,13.0,41.0,13.0,42.0
114827,3026035,Obszar wiejski,18.0,50.0,18.0,44.0,18.0,57.0
26416,3026044,Miasto,63.0,57.0,63.0,44.0,62.0,57.0
30022,3026044,Miasto,98.0,57.0,98.0,48.0,98.0,68.0
31052,3026044,Miasto,25.0,51.0,25.0,30.0,25.0,55.0
31169,3026044,Miasto,47.0,66.0,47.0,49.0,47.0,80.0
83206,3026044,Miasto,68.0,58.0,68.0,51.0,71.0,72.0
123352,3026044,Miasto,22.0,37.0,22.0,33.0,24.0,39.0
133830,3026044,Miasto,27.0,65.0,27.0,50.0,28.0,82.0
30023,3026045,Obszar wiejski,16.0,45.0,16.0,57.0,15.0,52.0
30025,3026045,Obszar wiejski,15.0,49.0,15.0,42.0,15.0,45.0
30030,3026045,Obszar wiejski,6.0,,6.0,,6.0,
84970,3026045,Obszar wiejski,26.0,61.0,26.0,46.0,25.0,56.0
86193,3026045,Obszar wiejski,26.0,62.0,26.0,53.0,26.0,67.0
86272,3026045,Obszar wiejski,19.0,65.0,19.0,41.0,19.0,52.0
31234,3261011,Gmina miejska,23.0,59.0,23.0,56.0,23.0,74.0
52078,3261011,Gmina miejska,33.0,53.0,34.0,38.0,33.0,63.0
52082,3261011,Gmina miejska,101.0,60.0,101.0,50.0,100.0,76.0
52094,3261011,Gmina miejska,125.0,57.0,125.0,43.0,124.0,74.0
69334,3261011,Gmina miejska,56.0,58.0,56.0,42.0,57.0,72.0
73969,3261011,Gmina miejska,84.0,51.0,84.0,38.0,86.0,61.0
73975,3261011,Gmina miejska,71.0,56.0,71.0,51.0,71.0,76.0
73976,3261011,Gmina miejska,26.0,53.0,26.0,38.0,25.0,65.0
73977,3261011,Gmina miejska,125.0,68.0,125.0,57.0,121.0,83.0
89235,3261011,Gmina miejska,67.0,62.0,67.0,48.0,68.0,72.0
89237,3261011,Gmina miejska,56.0,55.0,56.0,43.0,57.0,72.0
89239,3261011,Gmina miejska,44.0,68.0,44.0,62.0,44.0,82.0
262870,3261011,Gmina miejska,25.0,70.0,25.0,59.0,26.0,82.0
3545,3262011,Gmina miejska,39.0,51.0,39.0,44.0,41.0,64.0
4839,3262011,Gmina miejska,63.0,59.0,63.0,44.0,46.0,67.0
4963,3262011,Gmina miejska,56.0,52.0,56.0,37.0,61.0,60.0
5127,3262011,Gmina miejska,101.0,64.0,101.0,54.0,95.0,79.0
5155,3262011,Gmina miejska,93.0,54.0,93.0,41.0,94.0,64.0
5165,3262011,Gmina miejska,60.0,49.0,60.0,35.0,66.0,59.0
5167,3262011,Gmina miejska,39.0,58.0,39.0,47.0,41.0,67.0
5189,3262011,Gmina miejska,50.0,61.0,50.0,52.0,49.0,75.0
5212,3262011,Gmina miejska,113.0,66.0,114.0,54.0,103.0,83.0
5216,3262011,Gmina miejska,63.0,59.0,63.0,45.0,70.0,65.0
5243,3262011,Gmina miejska,88.0,54.0,89.0,37.0,86.0,56.0
5246,3262011,Gmina miejska,117.0,62.0,117.0,52.0,119.0,79.0
5270,3262011,Gmina miejska,52.0,47.0,52.0,38.0,50.0,54.0
5317,3262011,Gmina miejska,36.0,57.0,36.0,41.0,38.0,62.0
5551,3262011,Gmina miejska,114.0,70.0,114.0,66.0,110.0,86.0
5561,3262011,Gmina miejska,57.0,51.0,57.0,30.0,54.0,53.0
5573,3262011,Gmina miejska,129.0,59.0,129.0,55.0,139.0,75.0
5615,3262011,Gmina miejska,39.0,49.0,40.0,34.0,43.0,53.0
5817,3262011,Gmina miejska,42.0,61.0,42.0,43.0,43.0,64.0
5824,3262011,Gmina miejska,158.0,67.0,158.0,60.0,159.0,82.0
5833,3262011,Gmina miejska,36.0,46.0,36.0,28.0,42.0,49.0
7216,3262011,Gmina miejska,78.0,59.0,78.0,46.0,83.0,71.0
7520,3262011,Gmina miejska,63.0,62.0,63.0,46.0,50.0,78.0
7692,3262011,Gmina miejska,77.0,61.0,77.0,53.0,62.0,69.0
7729,3262011,Gmina miejska,45.0,55.0,45.0,48.0,29.0,69.0
8193,3262011,Gmina miejska,22.0,47.0,22.0,32.0,24.0,51.0
8917,3262011,Gmina miejska,55.0,55.0,55.0,40.0,57.0,71.0
9511,3262011,Gmina miejska,55.0,43.0,55.0,31.0,58.0,48.0
9586,3262011,Gmina miejska,119.0,64.0,119.0,51.0,103.0,77.0
13226,3262011,Gmina miejska,24.0,59.0,25.0,35.0,25.0,60.0
13273,3262011,Gmina miejska,13.0,77.0,13.0,58.0,13.0,83.0
13673,3262011,Gmina miejska,47.0,58.0,47.0,50.0,46.0,65.0
13751,3262011,Gmina miejska,42.0,60.0,42.0,51.0,28.0,67.0
13851,3262011,Gmina miejska,20.0,61.0,20.0,52.0,7.0,
15120,3262011,Gmina miejska,128.0,61.0,128.0,49.0,137.0,68.0
17823,3262011,Gmina miejska,4.0,,4.0,,4.0,
17826,3262011,Gmina miejska,10.0,33.0,10.0,17.0,10.0,24.0
19610,3262011,Gmina miejska,38.0,54.0,38.0,61.0,34.0,65.0
19800,3262011,Gmina miejska,82.0,70.0,82.0,64.0,79.0,84.0
19982,3262011,Gmina miejska,27.0,57.0,27.0,32.0,24.0,59.0
20128,3262011,Gmina miejska,120.0,62.0,120.0,49.0,106.0,80.0
22339,3262011,Gmina miejska,102.0,54.0,102.0,37.0,104.0,64.0
73208,3262011,Gmina miejska,15.0,67.0,15.0,58.0,15.0,92.0
73211,3262011,Gmina miejska,23.0,70.0,23.0,68.0,22.0,96.0
86624,3262011,Gmina miejska,10.0,61.0,10.0,36.0,9.0,
110401,3262011,Gmina miejska,15.0,31.0,15.0,28.0,14.0,46.0
127462,3262011,Gmina miejska,15.0,49.0,15.0,47.0,15.0,57.0
133109,3262011,Gmina miejska,19.0,74.0,19.0,78.0,19.0,91.0
262233,3262011,Gmina miejska,14.0,55.0,14.0,34.0,12.0,71.0
262237,3262011,Gmina miejska,23.0,26.0,22.0,21.0,21.0,26.0
262242,3262011,Gmina miejska,80.0,79.0,80.0,91.0,72.0,98.0
262753,3262011,Gmina miejska,26.0,78.0,26.0,86.0,25.0,94.0
47216,3201011,Gmina miejska,41.0,55.0,41.0,42.0,43.0,52.0
55756,3201011,Gmina miejska,61.0,50.0,61.0,44.0,61.0,64.0
68257,3201011,Gmina miejska,55.0,43.0,55.0,36.0,54.0,56.0
133789,3201011,Gmina miejska,33.0,57.0,33.0,44.0,31.0,66.0
84553,3201022,Gmina wiejska,20.0,37.0,20.0,27.0,20.0,39.0
84555,3201022,Gmina wiejska,24.0,51.0,24.0,38.0,24.0,51.0
84556,3201022,Gmina wiejska,13.0,39.0,13.0,27.0,13.0,41.0
86308,3201034,Miasto,48.0,57.0,48.0,40.0,48.0,56.0
86309,3201035,Obszar wiejski,9.0,,9.0,,9.0,
86310,3201035,Obszar wiejski,13.0,40.0,13.0,26.0,13.0,32.0
86311,3201035,Obszar wiejski,15.0,42.0,15.0,27.0,14.0,39.0
21080,3201044,Miasto,36.0,49.0,36.0,33.0,36.0,48.0
22602,3201045,Obszar wiejski,15.0,52.0,15.0,26.0,15.0,46.0
264470,3201045,Obszar wiejski,11.0,19.0,11.0,25.0,1.0,
67817,3202012,Gmina wiejska,11.0,59.0,11.0,25.0,8.0,
67819,3202012,Gmina wiejska,32.0,56.0,33.0,35.0,9.0,
68007,3202012,Gmina wiejska,4.0,,4.0,,3.0,
43813,3202024,Miasto,74.0,61.0,74.0,43.0,74.0,64.0
43816,3202024,Miasto,80.0,56.0,80.0,45.0,80.0,58.0
49518,3202025,Obszar wiejski,8.0,,8.0,,8.0,
49519,3202025,Obszar wiejski,15.0,49.0,15.0,32.0,15.0,66.0
49520,3202025,Obszar wiejski,13.0,55.0,13.0,40.0,13.0,57.0
49521,3202025,Obszar wiejski,11.0,64.0,11.0,32.0,5.0,
47065,3202034,Miasto,30.0,60.0,30.0,39.0,20.0,73.0
111804,3202042,Gmina wiejska,30.0,43.0,30.0,27.0,29.0,40.0
17280,3202054,Miasto,34.0,57.0,34.0,45.0,32.0,57.0
15283,3202055,Obszar wiejski,7.0,,7.0,,1.0,
15299,3202055,Obszar wiejski,15.0,60.0,15.0,32.0,8.0,
17278,3202055,Obszar wiejski,19.0,54.0,19.0,44.0,19.0,59.0
49167,3202064,Miasto,47.0,49.0,47.0,43.0,43.0,59.0
53062,3203014,Miasto,92.0,56.0,92.0,38.0,91.0,50.0
263385,3203014,Miasto,7.0,,7.0,,6.0,
53063,3203015,Obszar wiejski,5.0,,5.0,,5.0,
42062,3203024,Miasto,38.0,56.0,38.0,38.0,38.0,59.0
262724,3203024,Miasto,68.0,53.0,68.0,37.0,68.0,58.0
42059,3203025,Obszar wiejski,9.0,,9.0,,9.0,
42060,3203025,Obszar wiejski,6.0,,6.0,,5.0,
92340,3203025,Obszar wiejski,7.0,,7.0,,7.0,
35103,3203034,Miasto,57.0,51.0,57.0,41.0,56.0,55.0
35098,3203035,Obszar wiejski,7.0,,7.0,,7.0,
41025,3203052,Gmina wiejska,23.0,67.0,23.0,37.0,21.0,53.0
65175,3203052,Gmina wiejska,8.0,,8.0,,8.0,
59109,3203064,Miasto,79.0,57.0,79.0,41.0,78.0,71.0
59119,3203064,Miasto,27.0,56.0,27.0,36.0,27.0,44.0
92342,3203065,Obszar wiejski,11.0,54.0,11.0,48.0,9.0,
23604,3204024,Miasto,63.0,56.0,62.0,49.0,68.0,65.0
24147,3204024,Miasto,22.0,51.0,22.0,44.0,22.0,63.0
27950,3204024,Miasto,50.0,49.0,50.0,44.0,52.0,65.0
31128,3204024,Miasto,35.0,55.0,35.0,45.0,41.0,61.0
196394,3204024,Miasto,28.0,62.0,28.0,61.0,28.0,83.0
25680,3204025,Obszar wiejski,9.0,,9.0,,10.0,48.0
26341,3204025,Obszar wiejski,41.0,60.0,41.0,48.0,41.0,64.0
26903,3204025,Obszar wiejski,16.0,46.0,16.0,25.0,18.0,44.0
30133,3204025,Obszar wiejski,9.0,,9.0,,9.0,
30477,3204025,Obszar wiejski,9.0,,9.0,,9.0,
128489,3204025,Obszar wiejski,12.0,52.0,12.0,31.0,10.0,45.0
42814,3204034,Miasto,57.0,51.0,57.0,31.0,59.0,55.0
42815,3204035,Obszar wiejski,32.0,52.0,32.0,31.0,12.0,60.0
42816,3204035,Obszar wiejski,6.0,,6.0,,6.0,
92562,3204044,Miasto,40.0,46.0,40.0,35.0,41.0,55.0
92563,3204044,Miasto,42.0,52.0,42.0,36.0,41.0,53.0
92564,3204044,Miasto,75.0,57.0,75.0,33.0,75.0,66.0
92565,3204044,Miasto,7.0,,7.0,,7.0,
52383,3204045,Obszar wiejski,14.0,55.0,14.0,26.0,14.0,46.0
52385,3204045,Obszar wiejski,11.0,50.0,11.0,38.0,10.0,51.0
52386,3204045,Obszar wiejski,9.0,,9.0,,9.0,
52388,3204045,Obszar wiejski,11.0,45.0,11.0,31.0,12.0,42.0
52390,3204045,Obszar wiejski,11.0,39.0,11.0,32.0,12.0,38.0
55760,3204045,Obszar wiejski,6.0,,6.0,,6.0,
22605,3204052,Gmina wiejska,22.0,52.0,22.0,33.0,22.0,46.0
34652,3204062,Gmina wiejska,17.0,41.0,17.0,39.0,16.0,52.0
68634,3204062,Gmina wiejska,31.0,51.0,31.0,35.0,31.0,63.0
42812,3204074,Miasto,29.0,43.0,28.0,37.0,6.0,
42813,3204075,Obszar wiejski,21.0,55.0,21.0,35.0,6.0,
72936,3205012,Gmina wiejska,27.0,51.0,27.0,30.0,25.0,48.0
267024,3205012,Gmina wiejska,15.0,44.0,15.0,25.0,15.0,47.0
26786,3205024,Miasto,68.0,54.0,68.0,44.0,68.0,61.0
48367,3205024,Miasto,84.0,55.0,84.0,40.0,84.0,58.0
4875,3205025,Obszar wiejski,21.0,50.0,21.0,36.0,21.0,39.0
4949,3205025,Obszar wiejski,8.0,,8.0,,7.0,
49327,3205025,Obszar wiejski,12.0,43.0,12.0,35.0,12.0,46.0
128971,3205025,Obszar wiejski,9.0,,9.0,,7.0,
8838,3205032,Gmina wiejska,12.0,52.0,12.0,34.0,12.0,51.0
122211,3205032,Gmina wiejska,11.0,49.0,11.0,32.0,11.0,42.0
40730,3205044,Miasto,37.0,50.0,37.0,26.0,10.0,63.0
262507,3205044,Miasto,17.0,56.0,17.0,50.0,12.0,59.0
44225,3205045,Obszar wiejski,8.0,,8.0,,7.0,
69459,3205045,Obszar wiejski,9.0,,9.0,,9.0,
58836,3205072,Gmina wiejska,12.0,68.0,12.0,56.0,12.0,70.0
89015,3205072,Gmina wiejska,16.0,61.0,16.0,42.0,16.0,77.0
89018,3205072,Gmina wiejska,20.0,57.0,20.0,48.0,17.0,70.0
263320,3205072,Gmina wiejska,3.0,,3.0,,3.0,
73497,3205084,Miasto,68.0,53.0,68.0,30.0,62.0,59.0
73498,3205084,Miasto,44.0,50.0,44.0,29.0,43.0,58.0
111027,3205085,Obszar wiejski,30.0,52.0,30.0,33.0,25.0,46.0
52376,3206012,Gmina wiejska,11.0,49.0,11.0,33.0,3.0,
52377,3206012,Gmina wiejska,14.0,40.0,14.0,26.0,4.0,
90480,3206012,Gmina wiejska,28.0,55.0,28.0,40.0,23.0,47.0
39037,3206024,Miasto,37.0,47.0,37.0,29.0,7.0,
20059,3206025,Obszar wiejski,9.0,,9.0,,5.0,
34564,3206034,Miasto,65.0,60.0,65.0,43.0,64.0,64.0
262460,3206034,Miasto,55.0,51.0,55.0,45.0,52.0,63.0
53107,3206035,Obszar wiejski,13.0,64.0,13.0,40.0,11.0,56.0
55932,3206035,Obszar wiejski,6.0,,6.0,,5.0,
56022,3206035,Obszar wiejski,15.0,44.0,15.0,26.0,15.0,39.0
56139,3206035,Obszar wiejski,9.0,,9.0,,8.0,
49284,3206044,Miasto,59.0,57.0,59.0,52.0,53.0,80.0
55713,3206044,Miasto,67.0,61.0,67.0,40.0,68.0,66.0
55717,3206044,Miasto,64.0,59.0,64.0,45.0,51.0,76.0
41054,3206045,Obszar wiejski,8.0,,8.0,,8.0,
41226,3206045,Obszar wiejski,20.0,42.0,20.0,30.0,20.0,45.0
48101,3206045,Obszar wiejski,18.0,49.0,18.0,31.0,2.0,
71023,3206045,Obszar wiejski,19.0,42.0,19.0,25.0,17.0,47.0
41001,3206054,Miasto,46.0,49.0,46.0,32.0,13.0,70.0
47322,3206055,Obszar wiejski,4.0,,4.0,,1.0,
88216,3206055,Obszar wiejski,10.0,57.0,10.0,55.0,4.0,
41955,3206064,Miasto,37.0,49.0,37.0,31.0,34.0,55.0
113703,3206072,Gmina wiejska,30.0,51.0,30.0,29.0,30.0,51.0
22435,3206084,Miasto,28.0,64.0,28.0,33.0,28.0,62.0
22645,3206085,Obszar wiejski,7.0,,7.0,,1.0,
22676,3206085,Obszar wiejski,9.0,,9.0,,9.0,
262886,3206085,Obszar wiejski,7.0,,7.0,,7.0,
25276,3206092,Gmina wiejska,12.0,64.0,12.0,54.0,12.0,63.0
88338,3206092,Gmina wiejska,33.0,64.0,34.0,41.0,27.0,52.0
11698,3207014,Miasto,27.0,60.0,27.0,52.0,28.0,66.0
90548,3207024,Miasto,36.0,54.0,36.0,37.0,37.0,53.0
86368,3207025,Obszar wiejski,7.0,,7.0,,6.0,
12681,3207034,Miasto,37.0,59.0,37.0,38.0,36.0,62.0
12682,3207034,Miasto,54.0,57.0,54.0,36.0,52.0,55.0
12678,3207035,Obszar wiejski,9.0,,9.0,,9.0,
12679,3207035,Obszar wiejski,8.0,,8.0,,7.0,
64630,3207044,Miasto,40.0,51.0,40.0,36.0,40.0,63.0
64506,3207045,Obszar wiejski,8.0,,8.0,,8.0,
74307,3207064,Miasto,49.0,54.0,49.0,45.0,48.0,60.0
16397,3207065,Obszar wiejski,13.0,44.0,13.0,35.0,13.0,61.0
83390,3207065,Obszar wiejski,8.0,,8.0,,2.0,
83393,3207065,Obszar wiejski,8.0,,8.0,,4.0,
74984,3207052,Gmina wiejska,8.0,,8.0,,8.0,
74986,3207052,Gmina wiejska,15.0,42.0,15.0,26.0,15.0,43.0
41897,3209022,Gmina wiejska,20.0,60.0,20.0,42.0,14.0,71.0
42245,3209022,Gmina wiejska,18.0,48.0,18.0,32.0,18.0,44.0
42566,3209022,Gmina wiejska,18.0,56.0,18.0,51.0,18.0,65.0
15175,3209034,Miasto,71.0,51.0,70.0,32.0,19.0,52.0
14965,3209035,Obszar wiejski,7.0,,7.0,,7.0,
19311,3209035,Obszar wiejski,10.0,47.0,10.0,35.0,10.0,40.0
19312,3209035,Obszar wiejski,10.0,51.0,10.0,46.0,10.0,53.0
3068,3209012,Gmina wiejska,16.0,57.0,16.0,46.0,16.0,57.0
3069,3209012,Gmina wiejska,12.0,45.0,12.0,56.0,12.0,44.0
109960,3209012,Gmina wiejska,37.0,61.0,37.0,46.0,36.0,70.0
110230,3209012,Gmina wiejska,17.0,51.0,17.0,31.0,17.0,59.0
18083,3209042,Gmina wiejska,26.0,58.0,26.0,48.0,25.0,59.0
18285,3209042,Gmina wiejska,21.0,61.0,21.0,41.0,20.0,61.0
9226,3209054,Miasto,25.0,59.0,25.0,41.0,25.0,75.0
5968,3209055,Obszar wiejski,8.0,,8.0,,8.0,
47117,3209064,Miasto,61.0,47.0,61.0,44.0,47.0,50.0
48474,3209074,Miasto,39.0,56.0,39.0,35.0,36.0,61.0
48681,3209074,Miasto,15.0,49.0,15.0,35.0,15.0,50.0
5132,3209075,Obszar wiejski,8.0,,8.0,,8.0,
5138,3209075,Obszar wiejski,9.0,,9.0,,9.0,
46570,3209075,Obszar wiejski,9.0,,9.0,,9.0,
59826,3209075,Obszar wiejski,13.0,60.0,13.0,37.0,13.0,52.0
43512,3209082,Gmina wiejska,6.0,,6.0,,6.0,
43513,3209082,Gmina wiejska,19.0,45.0,19.0,41.0,19.0,52.0
43514,3209082,Gmina wiejska,11.0,65.0,11.0,49.0,11.0,70.0
17539,3208022,Gmina wiejska,19.0,58.0,19.0,42.0,19.0,48.0
51855,3208022,Gmina wiejska,13.0,53.0,13.0,34.0,10.0,80.0
81571,3208022,Gmina wiejska,15.0,51.0,15.0,33.0,15.0,44.0
66095,3208034,Miasto,44.0,52.0,44.0,32.0,44.0,58.0
58491,3208035,Obszar wiejski,10.0,57.0,10.0,38.0,10.0,56.0
10668,3208011,Gmina miejska,72.0,60.0,72.0,45.0,72.0,73.0
10669,3208011,Gmina miejska,55.0,54.0,55.0,44.0,55.0,78.0
10670,3208011,Gmina miejska,42.0,49.0,42.0,39.0,43.0,56.0
10671,3208011,Gmina miejska,86.0,57.0,86.0,44.0,86.0,74.0
10672,3208011,Gmina miejska,60.0,53.0,60.0,36.0,58.0,57.0
10675,3208011,Gmina miejska,18.0,46.0,18.0,24.0,18.0,41.0
196358,3208011,Gmina miejska,36.0,64.0,36.0,50.0,35.0,77.0
196361,3208011,Gmina miejska,45.0,60.0,45.0,47.0,47.0,73.0
20698,3208042,Gmina wiejska,15.0,62.0,15.0,44.0,15.0,67.0
20699,3208042,Gmina wiejska,15.0,66.0,15.0,31.0,15.0,49.0
49786,3208052,Gmina wiejska,33.0,48.0,33.0,33.0,33.0,51.0
73997,3208062,Gmina wiejska,9.0,,9.0,,2.0,
88099,3208062,Gmina wiejska,18.0,56.0,17.0,37.0,8.0,
44610,3208072,Gmina wiejska,28.0,59.0,28.0,45.0,25.0,66.0
44255,3210014,Miasto,72.0,55.0,72.0,41.0,52.0,63.0
73277,3210014,Miasto,84.0,55.0,84.0,41.0,86.0,59.0
44256,3210015,Obszar wiejski,12.0,42.0,12.0,31.0,4.0,
86184,3210022,Gmina wiejska,28.0,51.0,28.0,33.0,16.0,49.0
63473,3210034,Miasto,26.0,49.0,26.0,40.0,25.0,54.0
70528,3210034,Miasto,63.0,54.0,63.0,37.0,63.0,59.0
262375,3210034,Miasto,20.0,63.0,20.0,45.0,19.0,75.0
55477,3210035,Obszar wiejski,10.0,55.0,10.0,28.0,10.0,37.0
70526,3210035,Obszar wiejski,12.0,53.0,12.0,34.0,11.0,56.0
70536,3210035,Obszar wiejski,12.0,59.0,12.0,47.0,11.0,62.0
70600,3210035,Obszar wiejski,8.0,,8.0,,8.0,
124389,3210035,Obszar wiejski,9.0,,9.0,,4.0,
48946,3210044,Miasto,56.0,68.0,57.0,44.0,43.0,68.0
49266,3210044,Miasto,70.0,58.0,70.0,41.0,56.0,63.0
53103,3210045,Obszar wiejski,8.0,,8.0,,3.0,
58577,3210045,Obszar wiejski,12.0,58.0,12.0,49.0,6.0,
58578,3210045,Obszar wiejski,7.0,,7.0,,1.0,
103736,3210045,Obszar wiejski,11.0,14.0,11.0,16.0,10.0,21.0
113472,3210052,Gmina wiejska,10.0,43.0,10.0,27.0,9.0,
113617,3210052,Gmina wiejska,16.0,52.0,16.0,25.0,7.0,
55518,3211012,Gmina wiejska,8.0,,8.0,,8.0,
60101,3211012,Gmina wiejska,42.0,60.0,42.0,48.0,43.0,74.0
60102,3211012,Gmina wiejska,86.0,66.0,86.0,53.0,84.0,84.0
60155,3211012,Gmina wiejska,67.0,68.0,67.0,54.0,70.0,80.0
90417,3211012,Gmina wiejska,9.0,,9.0,,11.0,68.0
12743,3211022,Gmina wiejska,14.0,53.0,14.0,33.0,14.0,50.0
30228,3211022,Gmina wiejska,20.0,54.0,21.0,39.0,20.0,66.0
44462,3211022,Gmina wiejska,72.0,62.0,72.0,49.0,70.0,75.0
6796,3211034,Miasto,9.0,,9.0,,1.0,
38701,3211044,Miasto,38.0,49.0,38.0,39.0,39.0,50.0
73035,3211044,Miasto,6.0,,6.0,,6.0,
80562,3211044,Miasto,144.0,59.0,144.0,41.0,145.0,67.0
87192,3211044,Miasto,12.0,57.0,12.0,39.0,7.0,
133792,3211044,Miasto,76.0,51.0,77.0,44.0,75.0,67.0
262836,3211044,Miasto,53.0,63.0,53.0,48.0,39.0,73.0
85607,3211045,Obszar wiejski,22.0,62.0,22.0,57.0,20.0,78.0
87185,3211045,Obszar wiejski,24.0,53.0,24.0,40.0,23.0,58.0
129009,3211045,Obszar wiejski,16.0,50.0,16.0,35.0,12.0,40.0
53462,3212012,Gmina wiejska,27.0,59.0,27.0,45.0,26.0,59.0
20973,3212022,Gmina wiejska,32.0,41.0,32.0,33.0,30.0,49.0
82736,3212034,Miasto,35.0,49.0,35.0,34.0,35.0,56.0
34610,3212042,Gmina wiejska,13.0,60.0,13.0,23.0,11.0,38.0
35246,3212042,Gmina wiejska,5.0,,5.0,,5.0,
72054,3212054,Miasto,132.0,49.0,132.0,40.0,107.0,60.0
72051,3212055,Obszar wiejski,15.0,57.0,15.0,32.0,15.0,58.0
72052,3212055,Obszar wiejski,9.0,,9.0,,9.0,
72053,3212055,Obszar wiejski,21.0,57.0,21.0,34.0,5.0,
72060,3212055,Obszar wiejski,10.0,39.0,10.0,30.0,9.0,
22946,3212062,Gmina wiejska,28.0,50.0,28.0,29.0,26.0,38.0
74842,3214024,Miasto,43.0,50.0,43.0,32.0,12.0,67.0
84830,3214034,Miasto,43.0,53.0,43.0,40.0,43.0,58.0
69826,3214042,Gmina wiejska,20.0,57.0,20.0,34.0,20.0,64.0
69877,3214042,Gmina wiejska,28.0,54.0,28.0,31.0,28.0,49.0
70546,3214042,Gmina wiejska,5.0,,5.0,,5.0,
87810,3214042,Gmina wiejska,9.0,,9.0,,9.0,
26854,3214054,Miasto,17.0,53.0,17.0,37.0,17.0,54.0
41982,3214062,Gmina wiejska,15.0,53.0,15.0,49.0,15.0,65.0
43382,3214062,Gmina wiejska,24.0,67.0,24.0,53.0,24.0,78.0
55148,3214062,Gmina wiejska,17.0,50.0,17.0,44.0,17.0,62.0
48321,3214082,Gmina wiejska,21.0,58.0,21.0,42.0,21.0,48.0
12095,3214092,Gmina wiejska,14.0,53.0,14.0,49.0,14.0,63.0
262223,3214092,Gmina wiejska,13.0,57.0,13.0,54.0,10.0,67.0
3993,3214011,Gmina miejska,40.0,50.0,39.0,28.0,39.0,48.0
14322,3214011,Gmina miejska,42.0,56.0,42.0,45.0,42.0,65.0
15521,3214011,Gmina miejska,83.0,59.0,83.0,50.0,83.0,69.0
15635,3214011,Gmina miejska,118.0,60.0,118.0,40.0,118.0,68.0
15697,3214011,Gmina miejska,51.0,61.0,51.0,44.0,50.0,76.0
15785,3214011,Gmina miejska,86.0,61.0,86.0,42.0,85.0,66.0
15795,3214011,Gmina miejska,37.0,52.0,37.0,29.0,37.0,48.0
17844,3214011,Gmina miejska,62.0,54.0,62.0,32.0,56.0,60.0
262400,3214011,Gmina miejska,44.0,68.0,44.0,50.0,44.0,75.0
26454,3214102,Gmina wiejska,8.0,,8.0,,8.0,
26576,3214102,Gmina wiejska,10.0,35.0,10.0,30.0,9.0,
26785,3214102,Gmina wiejska,20.0,66.0,20.0,50.0,18.0,67.0
48371,3214102,Gmina wiejska,14.0,53.0,14.0,40.0,12.0,64.0
53156,3214102,Gmina wiejska,27.0,50.0,27.0,30.0,23.0,45.0
64540,3214114,Miasto,25.0,70.0,25.0,42.0,2.0,
64530,3215024,Miasto,58.0,49.0,58.0,42.0,39.0,59.0
86833,3215025,Obszar wiejski,16.0,60.0,16.0,31.0,,
53291,3215034,Miasto,34.0,46.0,33.0,37.0,33.0,50.0
266102,3215034,Miasto,1.0,,1.0,,11.0,59.0
268378,3215035,Obszar wiejski,6.0,,6.0,,1.0,
5951,3215044,Miasto,34.0,45.0,34.0,43.0,34.0,55.0
8392,3215045,Obszar wiejski,16.0,62.0,16.0,48.0,16.0,59.0
8393,3215045,Obszar wiejski,5.0,,5.0,,5.0,
58109,3215045,Obszar wiejski,15.0,49.0,15.0,31.0,15.0,44.0
60077,3215052,Gmina wiejska,10.0,46.0,10.0,25.0,1.0,
105630,3215052,Gmina wiejska,32.0,57.0,32.0,27.0,17.0,59.0
16642,3215011,Gmina miejska,52.0,60.0,51.0,55.0,51.0,68.0
16643,3215011,Gmina miejska,39.0,52.0,39.0,39.0,41.0,52.0
16644,3215011,Gmina miejska,98.0,58.0,98.0,45.0,93.0,66.0
16645,3215011,Gmina miejska,80.0,55.0,80.0,45.0,80.0,68.0
89924,3215011,Gmina miejska,10.0,49.0,11.0,29.0,11.0,56.0
9163,3215062,Gmina wiejska,9.0,,9.0,,4.0,
9250,3215062,Gmina wiejska,20.0,52.0,20.0,32.0,12.0,37.0
9433,3215062,Gmina wiejska,24.0,48.0,24.0,31.0,,
