,,,,,,,,,,,,Język polski,,,,,Matematyka,,,,,Język angielski,,,,,Język francuski,,,,,Język hiszpański,,,,,Język niemiecki,,,,,Język rosyjski,,,,
ID OKE,województwo - nazwa,powiat - nazwa,Gmina - nazwa,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki
",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%)
6,Lubuskie,gorzowski,Lubiszyn,Gmina wiejska,0801052,22212,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W ŚCIECHOWIE,Ściechów,84,11,63,16,69,73,11,25,12,20,16,11,57,35,38,22,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,gorzowski,Santok,Gmina wiejska,0801062,56167,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W JANCZEWIE,Janczewo,ul. Główna 59,9,,,,,9,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,
6,Lubuskie,gorzowski,Santok,Gmina wiejska,0801062,74115,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W LIPKACH WIELKICH,Lipki Wielkie,ul. Nowa 16,23,58,12,60,44,23,43,23,36,12,12,70,31,86,100,,,,,,,,,,,11,45,23,44,24,,,,,
6,Lubuskie,gorzowski,Santok,Gmina wiejska,0801062,103386,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W WAWROWIE,Wawrów,46e,13,69,11,71,71,13,33,18,28,20,14,65,31,70,100,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,gorzowski,Santok,Gmina wiejska,0801062,103970,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. GEN. BRYG. PROF. ELŻBIETY ZAWACKIEJ W SANTOKU,Santok,ul. Gralewska 9,21,63,8,60,58,21,47,25,56,24,20,68,30,82,95,,,,,,,,,,,1,,,,,,,,,
6,Lubuskie,gorzowski,Witnica,Miasto,0801074,17081,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. JÓZEFA WYBICKIEGO W WITNICY,Witnica,ul. Wiosny Ludów 14,19,63,11,64,60,19,38,18,36,36,18,54,21,51,33,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,gorzowski,Witnica,Miasto,0801074,262345,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. LUDZI POJEDNANIA,Witnica,ul. Plac Wolności 7,38,62,21,63,60,38,41,25,34,16,37,57,29,53,93,,,,,,,,,,,1,,,,,,,,,
6,Lubuskie,gorzowski,Witnica,Obszar wiejski,0801075,18630,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA W SOSNACH,Sosny,14,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,gorzowski,Witnica,Obszar wiejski,0801075,20993,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W DĄBROSZYNIE,Dąbroszyn,22,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,gorzowski,Witnica,Obszar wiejski,0801075,109637,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W NOWINACH WIELKICH,Nowiny Wielkie,ul. Wiejska 26,12,57,9,58,58,12,37,19,30,20,12,52,29,41,,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,gorzowski,Witnica,Obszar wiejski,0801075,268253,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W KAMIENIU WIELKIM,Kamień Wielki,ul. Kościelna 1,11,40,19,47,51,11,19,7,20,24,11,23,8,22,20,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,krośnieński,Bobrowice,Gmina wiejska,0802022,107277,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. NADODRZAŃSKIEGO ODDZIAŁU STRAŻY GRANICZNEJ,Dychów,39,20,55,22,61,62,20,52,27,50,80,12,78,19,85,85,,,,,,,,,,,8,,,,,,,,,
6,Lubuskie,krośnieński,Bobrowice,Gmina wiejska,0802022,110521,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM JANA PAWŁA II,Bobrowice,36,19,44,22,49,42,19,38,24,28,16,7,,,,,,,,,,,,,,,12,36,26,23,15,,,,,
6,Lubuskie,krośnieński,Bytnica,Gmina wiejska,0802032,11219,dla młodzieży,Tak,SZKOŁA PODSTAWOWA,Bytnica,85,25,57,19,56,49,25,35,19,32,44,25,52,28,49,25,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,krośnieński,Dąbie,Gmina wiejska,0802042,18268,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W GRONOWIE,Gronów,ul. Główna 1,15,54,13,58,67,16,38,24,32,12,7,,,,,,,,,,,,,,,9,,,,,,,,,
6,Lubuskie,krośnieński,Dąbie,Gmina wiejska,0802042,262572,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W DĄBIU,Dąbie,ul. Strażacka 4,22,53,18,59,71,22,47,23,44,44,11,74,21,78,67,,,,,,,,,,,11,61,28,65,25,,,,,
6,Lubuskie,krośnieński,Gubin,Gmina miejska,0802011,85870,dla młodzieży,Tak,"SZKOŁA PODSTAWOWA NR 3 Z ODDZIAŁAMI INTEGRACYJNYMI W GUBINIE, UL. KRESOWA 48",Gubin,ul. Kresowa 48,48,57,16,57,53,48,33,19,28,28,15,71,25,78,95,,,,,,,,,,,33,50,22,44,45,,,,,
6,Lubuskie,krośnieński,Gubin,Gmina miejska,0802011,85871,dla młodzieży,Tak,"SZKOŁA PODSTAWOWA NR 2 IM. 73 PUŁKU ZMECHANIZOWANEGO UŁANÓW KARPACKICH W GUBINIE, UL. SZKOLNA 1",Gubin,ul. Szkolna 1,65,63,19,69,69,65,43,20,40,24,40,63,30,72,100,,,,,,,,,,,25,54,26,55,24,,,,,
6,Lubuskie,krośnieński,Gubin,Gmina miejska,0802011,89351,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. MIKOŁAJA KOPERNIKA W GUBINIE,Gubin,ul. Racławicka 2,35,54,18,56,47,35,36,24,28,16,34,55,31,48,16,,,,,,,,,,,1,,,,,,,,,
6,Lubuskie,krośnieński,Gubin,Gmina wiejska,0802052,75746,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W CZARNOWICACH,Czarnowice,20,22,62,11,62,49,22,39,21,38,16,8,,,,,,,,,,,,,,,14,44,19,44,20,,,,,
6,Lubuskie,krośnieński,Gubin,Gmina wiejska,0802052,84005,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W CHLEBOWIE,Chlebowo,123,10,55,14,56,56,10,34,20,26,16,8,,,,,,,,,,,,,,,3,,,,,,,,,
6,Lubuskie,krośnieński,Gubin,Gmina wiejska,0802052,84007,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W GRABICACH,Grabice,59,17,48,19,49,33,17,36,15,40,40,15,43,29,31,16,,,,,,,,,,,2,,,,,,,,,
6,Lubuskie,krośnieński,Krosno Odrzańskie,Miasto,0802064,25518,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. JANA KILIŃSKIEGO,Krosno Odrzańskie,ul. Moniuszki 30,50,59,16,58,58,50,32,18,28,16,52,59,31,70,96,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,krośnieński,Krosno Odrzańskie,Miasto,0802064,25520,dla młodzieży,Tak,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY SZKOŁA PODSTAWOWA NR 1 IM. MARII SKŁODOWSKIEJ - CURIE,Krosno Odrzańskie,ul. Bohaterów Wojska Polskiego 21,24,57,18,58,58,24,44,25,38,24,6,,,,,,,,,,,,,,,18,40,26,24,22,,,,,
6,Lubuskie,krośnieński,Krosno Odrzańskie,Miasto,0802064,25521,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM.IGNACEGO ŁUKASIEWICZA,Krosno Odrzańskie,ul. Pułaskiego 3,51,55,17,58,58,51,48,23,44,20,34,68,27,72,100,,,,,,,,,,,17,53,24,53,22,,,,,
6,Lubuskie,krośnieński,Krosno Odrzańskie,Obszar wiejski,0802065,25524,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM KS. JERZEGO POPIEŁUSZKI W RADNICY,Radnica,146,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,krośnieński,Krosno Odrzańskie,Obszar wiejski,0802065,39744,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ŚW. JADWIGI ŚLĄSKIEJ,Wężyska,162,16,54,15,55,47,16,51,20,52,20,14,56,30,49,25,,,,,,,,,,,2,,,,,,,,,
6,Lubuskie,krośnieński,Krosno Odrzańskie,Obszar wiejski,0802065,41207,dla młodzieży,Tak,ZESPÓŁ EDUKACYJNY - SZKOŁA PODSTAWOWA IM. KAWALERÓW ORDERU UŚMIECHU,Osiecznica,ul. Szkolna 15,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,krośnieński,Maszewo,Gmina wiejska,0802072,74513,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W GĘSTOWICACH,Gęstowice,32,14,58,12,59,44,14,35,23,26,12,11,58,21,58,42,,,,,,,,,,,3,,,,,,,,,
6,Lubuskie,krośnieński,Maszewo,Gmina wiejska,0802072,109653,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. IGNACEGO ŁUKASIEWICZA W MASZEWIE,Maszewo,114,14,55,14,56,47,14,44,21,44,16,14,41,22,36,36,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,międzyrzecki,Bledzew,Gmina wiejska,0803012,78197,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA DEKERTA W BLEDZEWIE,Bledzew,ul. Szkolna 9,19,59,17,60,33,19,40,18,40,12,,,,,,,,,,,,,,,,19,48,20,44,38,,,,,
6,Lubuskie,międzyrzecki,Bledzew,Gmina wiejska,0803012,82839,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W TEMPLEWIE,Templewo,65,18,61,16,64,76,18,37,25,34,16,17,49,30,36,18,,,,,,,,,,,1,,,,,,,,,
6,Lubuskie,międzyrzecki,Międzyrzecz,Miasto,0803024,84313,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. POWSTAŃCÓW WIELKOPOLSKICH,Międzyrzecz,ul. Mickiewicza 5,64,59,16,59,40,64,47,25,44,32,62,67,29,80,100,,,,,,,,,,,2,,,,,,,,,
6,Lubuskie,międzyrzecki,Międzyrzecz,Miasto,0803024,84319,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 W MIĘDZYRZECZU,Międzyrzecz,ul. Długa 102,32,48,25,55,60,32,37,26,26,16,22,46,31,35,18,,,,,,,,,,,10,52,28,49,,,,,,
6,Lubuskie,międzyrzecki,Międzyrzecz,Miasto,0803024,84320,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. SZARYCH SZEREGÓW W MIĘDZYRZECZU,Międzyrzecz,ul. Sportowa 1,57,57,20,60,38,57,47,26,44,44,43,71,23,75,75,,,,,,,,,,,14,45,22,47,53,,,,,
6,Lubuskie,międzyrzecki,Międzyrzecz,Miasto,0803024,262934,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 Z ODDZIAŁAMI SPORTOWYMI W MIĘDZYRZECZU,Międzyrzecz,ul.  Staszica 22A,21,41,17,44,47,21,27,17,24,12,6,,,,,,,,,,,,,,,16,38,18,32,27,,,,,
6,Lubuskie,międzyrzecki,Międzyrzecz,Miasto,0803024,262938,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 6 W MIĘDZYRZECZU,Międzyrzecz,ul. Komisji Edukacji Narodowej 1,33,55,22,62,73,34,28,16,22,12,20,55,29,59,13,,,,,,,,,,,14,42,19,46,24,,,,,
6,Lubuskie,międzyrzecki,Międzyrzecz,Miasto,0803024,263589,dla młodzieży,Tak,SZKOŁA PODSTAWOWA DLA DOROSŁYCH,Międzyrzecz,ul. Staszica 20,11,20,11,16,11,12,18,9,20,24,,,,,,,,,,,,,,,,12,14,7,13,9,,,,,
6,Lubuskie,międzyrzecki,Międzyrzecz,Obszar wiejski,0803025,84321,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BUKOWCU,Bukowiec,61,7,,,,,7,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,,
6,Lubuskie,międzyrzecki,Międzyrzecz,Obszar wiejski,0803025,84322,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KAŁAWIE,Kaława,92,10,48,11,46,38,10,28,13,28,16,4,,,,,,,,,,,,,,,6,,,,,,,,,
6,Lubuskie,międzyrzecki,Przytoczna,Gmina wiejska,0803032,8310,dla młodzieży,Tak,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI IM. JANUSZA KUSOCIŃSKIEGO,Przytoczna,ul. Polna 17,49,60,17,64,56,49,37,24,28,20,39,62,28,65,98,,,,,,,,,,,10,24,6,25,25,,,,,
6,Lubuskie,międzyrzecki,Przytoczna,Gmina wiejska,0803032,8313,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ,Wierzbno,31,11,48,15,44,42,11,34,17,32,16,11,49,29,29,29,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,międzyrzecki,Pszczew,Gmina wiejska,0803042,79940,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W PSZCZEWIE,Pszczew,ul. Władysława Sikorskiego 23,45,57,14,56,56,45,38,17,36,24,33,54,27,51,29,,,,,,,,,,,12,41,19,37,22,,,,,
6,Lubuskie,międzyrzecki,Skwierzyna,Miasto,0803054,55802,dla młodzieży,Tak,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI IM. KORNELA MAKUSZYŃSKIEGO,Skwierzyna,ul. Mickiewicza 26,91,49,21,49,38,91,39,22,32,24,91,54,29,47,16,,,,,,,,,,,1,,,,,,,,,
6,Lubuskie,międzyrzecki,Skwierzyna,Obszar wiejski,0803055,27798,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W MURZYNOWIE,Murzynowo,ul. Kościelna 7,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,międzyrzecki,Skwierzyna,Obszar wiejski,0803055,55801,dla młodzieży,Nie,"SPOŁECZNA SZKOŁA PODSTAWOWA STOWARZYSZENIA PRACOWNIKÓW SŁUŻB SPOŁECZNYCH ""KRĄG"" W GORZOWIE WLKP.",Trzebiszewo,ul. Główna 44,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,międzyrzecki,Trzciel,Miasto,0803064,7888,dla młodzieży,Tak,"ZESPÓŁ EDUKACYNY W TRZCIELU SZKOŁA PODSTAWOWA IM. MJR.H.DOBRZAŃSKIEGO ""HUBALA""",Trzciel,ul. Kościuszki 21,32,56,14,53,49,32,33,19,26,16,18,54,27,46,24,,,,,,,,,,,15,33,13,31,31,,,,,
6,Lubuskie,międzyrzecki,Trzciel,Obszar wiejski,0803065,7319,dla młodzieży,Tak,ZESPÓŁ EDUKACYJNY W BRÓJCACH SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W BRÓJCACH,Brójce,ul. Polna 6,15,59,17,67,31,15,43,21,44,48,15,68,26,75,,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Bytom Odrzański,Miasto,0804024,55862,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JÓZEFA WYBICKIEGO,Bytom Odrzański,ul. Kościelna 9,54,55,17,59,67,54,44,26,40,8,54,63,27,70,96,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Kolsko,Gmina wiejska,0804032,47662,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. FRANCISZKA SŁAWIŃSKIEGO W KOLSKU,Kolsko,ul. Piastowska 48,31,48,17,51,36,30,31,21,26,12,25,46,25,38,13,,,,,,,,,,,5,,,,,,,,,
6,Lubuskie,nowosolski,Kolsko,Gmina wiejska,0804032,47664,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII SKŁODOWSKIEJ-CURIE,Konotop,pl. Powstańców Wlkp. 7,12,50,16,50,44,12,29,12,30,16,4,,,,,,,,,,,,,,,8,,,,,,,,,
6,Lubuskie,nowosolski,Kożuchów,Miasto,0804044,12085,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 W KOŻUCHOWIE,Kożuchów,ul. 22 Lipca 1807 12,46,62,15,64,64,46,42,21,38,28,46,71,27,79,91,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Kożuchów,Miasto,0804044,12636,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 1 IM. BOLESŁAWA KRZYWOUSTEGO W KOŻUCHOWIE,Kożuchów,ul. Chopina 11,59,54,16,56,49,59,36,22,28,24,62,53,28,47,13,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Kożuchów,Obszar wiejski,0804045,10025,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA W STYPUŁOWIE,Stypułów,68B,6,,,,,6,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Kożuchów,Obszar wiejski,0804045,12016,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W MIROCINIE DOLNYM,Mirocin Dolny,28,24,44,21,47,20,24,30,21,24,12,8,,,,,,,,,,,,,,,16,35,20,30,15,,,,,
6,Lubuskie,nowosolski,Nowa Sól,Gmina miejska,0804011,7658,dla młodzieży,Nie,KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. URSZULI LEDÓCHOWSKIEJ,Nowa Sól,ul. kard. Stefana Wyszyńskiego 2,17,71,11,73,73,17,72,16,76,52,17,82,19,85,98,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Nowa Sól,Gmina miejska,0804011,47311,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM. JULIANA TUWIMA,Nowa Sól,ul. Botaniczna 22,26,59,22,56,33,26,43,26,36,16,26,60,31,71,31,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Nowa Sól,Gmina miejska,0804011,49842,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. TADEUSZA KOŚCIUSZKI,Nowa Sól,ul. Szkolna 1,59,50,16,56,60,59,45,25,40,20,64,60,30,57,100,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Nowa Sól,Gmina miejska,0804011,49844,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. MARII KONOPNICKIEJ Z ODDZIAŁAMI INTEGRACYJNYMI W NOWEJ SOLI,Nowa Sól,ul. Gimnazjalna 11,15,51,18,49,42,15,45,28,28,28,5,,,,,,,,,,,,,,,10,30,10,28,44,,,,,
6,Lubuskie,nowosolski,Nowa Sól,Gmina miejska,0804011,49845,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 6,Nowa Sól,ul. Kościuszki 26,89,57,17,62,64,89,44,22,40,36,89,67,27,75,91,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Nowa Sól,Gmina miejska,0804011,74832,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 8 IM. JANUSZA KORCZAKA,Nowa Sól,ul. Matejki 29,91,61,15,62,51,91,45,24,44,24,93,70,27,80,100,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Nowa Sól,Gmina miejska,0804011,74837,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 5 IM. WŁADYSŁAWA BRONIEWSKIEGO,Nowa Sól,ul. Młodych 2,42,57,12,60,62,42,40,24,32,16,42,63,27,66,95,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Nowa Sól,Gmina wiejska,0804052,14235,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JÓZEFA MŁYNARCZYKA W PRZYBOROWIE,Przyborów,ul. Szkolna 16,18,66,17,69,67,18,48,24,46,72,18,68,28,79,95,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Nowa Sól,Gmina wiejska,0804052,20009,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W LUBIĘCINIE,Lubięcin,82a,27,55,17,53,53,27,36,18,36,20,26,53,24,43,31,,,,,,,,,,,1,,,,,,,,,
6,Lubuskie,nowosolski,Nowa Sól,Gmina wiejska,0804052,48295,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W LUBIESZOWIE,Lubieszów,53,14,55,13,56,53,14,28,23,26,28,8,,,,,,,,,,,,,,,6,,,,,,,,,
6,Lubuskie,nowosolski,Nowe Miasteczko,Miasto,0804064,91155,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KOMISJI EDUKACJI NARODOWEJ W NOWYM MIASTECZKU,Nowe Miasteczko,ul. Marcinkowskiego 1,29,55,18,58,56,29,38,22,36,16,18,63,30,73,18,,,,,,,,,,,11,33,14,33,,,,,,
6,Lubuskie,nowosolski,Nowe Miasteczko,Obszar wiejski,0804065,89333,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II,Borów Wielki,53A,5,,,,,5,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,
6,Lubuskie,nowosolski,Otyń,Miasto,0804074,78081,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W OTYNIU,Otyń,ul. Żeromskiego 3,47,55,14,56,47,47,35,23,24,24,47,69,25,67,95,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Otyń,Obszar wiejski,0804075,114591,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W NIEDORADZU,Niedoradz,ul. Markiewiczowej 7,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Siedlisko,Gmina wiejska,0804082,88364,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYNSKIEGO W BIELAWACH,Bielawy,17,14,52,15,51,51,14,31,13,30,20,14,40,19,34,25,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,nowosolski,Siedlisko,Gmina wiejska,0804082,88408,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W SIEDLISKU,Siedlisko,ul. Kasztanowa 19,19,49,15,49,64,19,39,22,28,20,19,65,28,67,33,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,strzelecko-drezdenecki,Dobiegniew,Miasto,0806014,7909,dla młodzieży,Tak,GMINNY ZESPÓŁ SZKÓŁ W DOBIEGNIEWIE.SZKOŁA PODSTAWOWA IM.ŻOŁNIERZY WRZEŚNIA-WOLDENBERCZYKÓW,Dobiegniew,ul. Gdańska 8,50,49,19,53,53,50,40,23,34,20,25,64,27,65,93,,,,,,,,,,,26,31,17,29,16,,,,,
6,Lubuskie,strzelecko-drezdenecki,Drezdenko,Miasto,0806024,44557,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. JANUSZA KORCZAKA,Drezdenko,ul. Szkolna 11,44,59,13,59,58,44,47,25,48,24,30,78,26,90,100,,,,,,,,,,,14,46,25,45,24,,,,,
6,Lubuskie,strzelecko-drezdenecki,Drezdenko,Miasto,0806024,48441,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 3 IM.H.SIENKIEWICZA,Drezdenko,ul. Portowa 1,48,52,21,55,60,48,37,22,36,16,48,46,29,38,96,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,strzelecko-drezdenecki,Drezdenko,Miasto,0806024,262231,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. JÓZEFA NOJIEGO W DREZDENKU,Drezdenko,pl. Wolności 8,42,60,18,61,56,42,45,23,44,24,24,62,30,64,24,,,,,,,,,,,18,56,21,56,40,,,,,
6,Lubuskie,strzelecko-drezdenecki,Drezdenko,Obszar wiejski,0806025,44740,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W TRZEBICZU,Trzebicz,ul. Szkolna 1,10,52,18,50,,10,51,27,44,44,,,,,,,,,,,,,,,,10,63,25,67,27,,,,,
6,Lubuskie,strzelecko-drezdenecki,Drezdenko,Obszar wiejski,0806025,75398,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W NIEGOSŁAWIU,Niegosław,69,16,64,16,65,60,16,43,25,34,8,16,61,26,56,35,,,,,,,,,,,,,,,,,,,,
6,Lubuskie,strzelecko-drezdenecki,Drezdenko,Obszar wiejski,0806025,75399,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W GOSZCZANOWIE,Goszczanowo,18a,9,,,,,9,,,,,5,,,,,,,,,,,,,,,4,,,,,,,,,
6,Lubuskie,strzelecko-drezdenecki,Stare Kurowo,Gmina wiejska,0806032,12612,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W STARYM KUROWIE IM. CZESŁAWA WILIŃSKIEGO,Stare Kurowo,ul. Kościuszki 95,32,68,13,70,73,32,45,23,44,24,25,53,30,45,16,,,,,,,,,,,7,,,,,,,,,
6,Lubuskie,strzelecko-drezdenecki,Stare Kurowo,Gmina wiejska,0806032,12777,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W NOWYM KUROWIE,Nowe Kurowo,35,6,,,,,6,,,,,1,,,,,,,,,,,,,,,5,,,,,,,,,
6,Lubuskie,strzelecko-drezdenecki,Strzelce Krajeńskie,Miasto,0806044,50293,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 W STRZELCACH KRAJEŃSKICH,Strzelce Krajeńskie,ul. ks. Jerzego Popiełuszki 31,61,54,18,58,76,61,46,26,40,68,41,69,28,76,93,,,,,,,,,,,20,57,29,44,100,,,,,
6,Lubuskie,strzelecko-drezdenecki,Strzelce Krajeńskie,Miasto,0806044,262764,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 W STRZELCACH KRAJEŃSKICH,Strzelce Krajeńskie,ul. Juliusza Słowackiego 14,61,42,25,42,11,61,29,20,24,12,41,47,30,36,20,,,,,,,,,,,20,38,20,32,18,,,,,
6,Lubuskie,strzelecko-drezdenecki,Strzelce Krajeńskie,Obszar wiejski,0806045,50287,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W WIELISŁAWICACH,Wielisławice,71,5,,,,,5,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,
6,Lubuskie,strzelecko-drezdenecki,Strzelce Krajeńskie,Obszar wiejski,0806045,50290,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W TUCZNIE,Tuczno,ul. Szkolna 1,13,56,8,53,53,13,38,23,24,24,,,,,,,,,,,,,,,,13,39,16,35,25,,,,,
