,,,,,,,,,,,Język polski,,,,,Matematyka,,,,,Język angielski,,,,,Język francuski,,,,,Język hiszpański,,,,,Język niemiecki,,,,,Język rosyjski,,,,,Język włoski,,,,
województwo - nazwa,powiat - nazwa,Gmina - nazwa,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki
",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%)
Świętokrzyskie,kielecki,Łagów,Obszar wiejski,2604075,40910,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ZBELUTCE,Zbelutka-Stara Wieś,14,14,52,16,55,53,14,51,22,52,28,14,61,25,65,65,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,kielecki,Łagów,Obszar wiejski,2604075,40913,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W PIOTROWIE,Piotrów-Gułaczów,1,10,55,14,56,56,10,40,25,30,24,10,42,24,36,87,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,kielecki,Łopuszno,Gmina wiejska,2604082,12836,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W DOBRZESZOWIE,Dobrzeszów,70,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,kielecki,Łopuszno,Gmina wiejska,2604082,18509,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ŁOPUSZNIE,Łopuszno,ul. Strażacka 5,57,60,19,62,60,57,45,24,40,28,56,64,29,67,98,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,kielecki,Łopuszno,Gmina wiejska,2604082,39694,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W GNIEŹDZISKACH,Gnieździska,85,13,69,13,73,73,13,45,22,40,28,13,59,31,53,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Fałków,Gmina wiejska,2605012,11433,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W CZERMNIE,Czermno,ul. Kościelna 76,12,54,18,54,36,12,39,21,34,24,12,43,26,39,16,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Fałków,Gmina wiejska,2605012,11471,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W FAŁKOWIE,Fałków,ul. Glinianki 47,32,55,17,53,44,32,43,25,36,24,32,54,29,45,25,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Gowarczów,Gmina wiejska,2605022,91562,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W GOWARCZOWIE,Gowarczów,ul. Stanisława Żuka 3,42,49,22,52,64,42,45,25,40,40,39,46,29,35,20,,,,,,,,,,,3,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Końskie,Miasto,2605034,20069,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. EMILII PLATER W KOŃSKICH,Końskie,ul. Armii Krajowej 2,95,60,16,60,67,95,48,24,44,24,95,68,30,80,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Końskie,Miasto,2605034,20244,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. STANISŁAWA STASZICA W KOŃSKICH,Końskie,ul. Polna 6,52,60,20,65,58,52,47,24,42,28,52,68,29,81,98,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Końskie,Obszar wiejski,2605035,20068,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KOPANINACH,Bedlno,94C,8,,,,,8,,,,,1,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Końskie,Obszar wiejski,2605035,20590,dla młodzieży,Tak,ZESPÓŁ PLACÓWEK OŚWIATOWYCH W MODLISZEWICACH SZKOŁA PODSTAWOWA W MODLISZEWICACH,Modliszewice,ul. Franciszka Gasińskiego 2,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Końskie,Obszar wiejski,2605035,20591,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W DZIEBAŁTOWIE,Nowy Dziebałtów,85,13,65,14,71,56,13,36,18,36,20,13,46,23,40,36,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Końskie,Obszar wiejski,2605035,48581,dla młodzieży,Tak,ZESPÓŁ PLACÓWEK OŚWIATOWYCH W KAZANOWIE SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W KAZANOWIE,Nowy Kazanów,ul. Konecka 12,18,61,16,65,67,18,44,25,36,16,18,59,29,64,20,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Końskie,Obszar wiejski,2605035,48584,dla młodzieży,Tak,ZESPÓŁ PLACÓWEK OŚWIATOWYCH W ROGOWIE SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ROGOWIE,Rogów,ul. ks. Marcelego Prawicy 18b,25,63,15,64,64,25,30,18,28,40,25,63,25,71,38,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Końskie,Obszar wiejski,2605035,48591,dla młodzieży,Tak,ZESPÓŁ PLACÓWEK OŚWIATOWYCH W STADNICKIEJ WOLI SZKOŁA PODSTAWOWA IM. ARMII KRAJOWEJ W STADNICKIEJ WOLI,Stadnicka Wola,55,28,67,17,69,62,28,62,25,66,52,28,81,24,92,98,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Końskie,Obszar wiejski,2605035,48594,dla młodzieży,Tak,ZESPÓŁ PLACÓWEK OŚWIATOWYCH W NIEŚWINIU SZKOŁA PODSTAWOWA IM. KPR. GABRIELI WOJCIECHOWSKIEJ W NIEŚWINIU,Nieświń,ul. Szkolna 6,14,57,10,56,56,14,42,17,38,36,14,70,26,79,95,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Końskie,Obszar wiejski,2605035,48596,dla młodzieży,Tak,ZESPÓŁ PLACÓWEK OŚWIATOWYCH W POMYKOWIE SZKOŁA PODSTAWOWA IM. MAJORA HENRYKA DOBRZAŃSKIEGO ?HUBALA? W POMYKOWIE,Pomyków,25A,12,47,18,52,27,12,36,16,34,36,12,62,27,68,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Radoszyce,Miasto,2605044,5200,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. GEN. BRYG. ANTONIEGO HEDY - SZAREGO W RADOSZYCACH,Radoszyce,ul. Szkolna 1,41,59,16,62,69,41,42,18,40,44,27,68,27,67,100,,,,,,,,,,,14,46,18,43,,,,,,,,,,,
Świętokrzyskie,konecki,Radoszyce,Obszar wiejski,2605045,5197,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KAPAŁOWIE,Kapałów,46,15,49,12,53,53,15,42,22,36,36,15,56,24,47,85,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Radoszyce,Obszar wiejski,2605045,5198,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W GÓRNIKACH,Górniki,18,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Radoszyce,Obszar wiejski,2605045,5199,dla młodzieży,Tak,"SZKOŁA PODSTAWOWA IM. MAJORA HENRYKA DOBRZAŃSKIEGO ""HUBALA"" W KŁUCKU",Kłucko,39,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Radoszyce,Obszar wiejski,2605045,5201,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W WILCZKOWICACH,Wilczkowice,34,17,61,18,67,69,17,60,23,56,48,17,53,27,47,16,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Radoszyce,Obszar wiejski,2605045,264112,dla młodzieży,Nie,SPECJALNA SZKOŁA PODSTAWOWA W JÓŹWIKOWIE,Jóźwików,28,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Ruda Maleniecka,Gmina wiejska,2605052,42920,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W RUDZIE MALENIECKIEJ,Ruda Maleniecka,105,27,51,17,51,51,27,53,24,52,68,27,58,28,55,20,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Smyków,Gmina wiejska,2605072,53769,dla młodzieży,Tak,"SZKOŁA PODSTAWOWA IM. MAJORA HENRYKA DOBRZAŃSKIEGO ""HUBALA"" W MIEDZIERZY",Miedzierza,79,11,49,20,44,,11,45,19,40,40,11,52,34,62,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Smyków,Gmina wiejska,2605072,77982,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KRÓLEWCU,Królewiec,14,23,47,18,44,29,23,37,23,28,20,23,54,30,47,27,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Stąporków,Miasto,2605084,43623,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 1 IM. KORNELA MAKUSZYŃSKIEGO W STĄPORKOWIE,Stąporków,ul. 1 Maja 18,21,46,19,47,33,21,43,26,32,24,21,52,32,51,20,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Stąporków,Miasto,2605084,66144,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 2 W STĄPORKOWIE,Stąporków,ul. Marszałka Józefa Piłsudskiego 114,38,58,16,62,62,38,45,22,48,24,38,57,29,57,33,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Stąporków,Obszar wiejski,2605085,18633,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. POLSKICH OLIMPIJCZYKÓW W KRASNEJ,Krasna,53,13,54,25,62,71,13,37,25,32,16,13,53,26,45,87,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Stąporków,Obszar wiejski,2605085,66128,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. PPOR. KAROLA NIEDZIELSKIEGO ?DOBOSZA? W NIEKŁANIU WIELKIM,Niekłań Wielki,ul. Szkolna 4,16,53,15,51,40,16,35,24,32,8,16,53,28,50,44,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Stąporków,Obszar wiejski,2605085,66471,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA W GOSANIU,Gosań,150,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Słupia Konecka,Gmina wiejska,2605062,7322,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA W MNINIE,Mnin,ul. Kościelna 38,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Słupia Konecka,Gmina wiejska,2605062,54083,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W WÓLCE,Wólka,4,13,57,16,58,58,13,39,21,36,16,13,52,28,45,25,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,konecki,Słupia Konecka,Gmina wiejska,2605062,55607,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W PILCZYCY,Pilczyca,70,13,55,16,51,40,13,38,26,32,12,13,44,23,35,22,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Baćkowice,Gmina wiejska,2606012,51263,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W MODLIBORZYCACH,Modliborzyce,93,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Baćkowice,Gmina wiejska,2606012,64551,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA WE WSZACHOWIE,Wszachów,49A,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Baćkowice,Gmina wiejska,2606012,64552,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W PIÓRKOWIE,Piórków,9,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Baćkowice,Gmina wiejska,2606012,104778,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W BAĆKOWICACH,Baćkowice,100,21,53,20,56,53,21,47,27,40,84,20,75,25,88,95,,,,,,,,,,,,,,,,1,,,,,,,,,
Świętokrzyskie,opatowski,Iwaniska,Gmina wiejska,2606022,52751,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W IWANISKACH,Iwaniska,ul. Opatowska 26,32,65,16,69,69,32,45,22,48,60,32,65,28,65,45,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Iwaniska,Gmina wiejska,2606022,262583,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W MYDŁOWIE,Mydłów,1,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Iwaniska,Gmina wiejska,2606022,262584,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W UJEŹDZIE,Ujazd,9,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Lipnik,Gmina wiejska,2606032,66266,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. PROF. JÓZEFA MIKUŁOWSKIEGO-POMORSKIEGO W LIPNIKU,Lipnik,23,19,60,20,64,64,19,39,24,32,24,19,60,29,51,51,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Lipnik,Gmina wiejska,2606032,66433,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ROMANA KOSEŁY WE WŁOSTOWIE,Włostów,1,19,58,24,62,78,19,37,23,32,8,19,64,29,78,78,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Opatów,Miasto,2606044,53183,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. GEN. BRYG. STANISŁAWA GANO W OPATOWIE,Opatów,ul. Ćmielowska 2,36,62,18,67,44,36,43,22,38,20,36,74,25,82,91,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Opatów,Miasto,2606044,53187,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 2 IM. PARTYZANTÓW ZIEMI OPATOWSKIEJ W OPATOWIE,Opatów,ul. Mikołaja Kopernika 30,57,66,17,69,67,57,53,26,48,24,57,67,27,71,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Opatów,Obszar wiejski,2606045,53181,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W KOBYLANACH,Kobylany,6,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Ożarów,Miasto,2606054,90196,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH IM. EDWARDA SZYLKI W OŻAROWIE,Ożarów,os. Wzgórze 54,75,61,20,64,84,75,47,24,40,24,72,69,28,76,100,,,,,,,,,,,3,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Ożarów,Miasto,2606054,133220,dla młodzieży,Nie,SZKOŁA PODSTAWOWA W OŻAROWIE PRZY STOWARZYSZENIU NA RZECZ ROZWOJU ZESPOŁU SZKÓŁ W OŻAROWIE IM. MARII SKŁODOWSKIEJ-CURIE,Ożarów,os. Wzgórze 56,16,37,18,41,18,16,29,10,30,36,16,35,22,27,13,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Ożarów,Obszar wiejski,2606055,60324,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W PISARACH,Pisary,63,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Ożarów,Obszar wiejski,2606055,60326,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W JANOWICACH,Janowice,11,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Ożarów,Obszar wiejski,2606055,90218,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W LASOCINIE,Lasocin,ul. Rynek 17,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Sadowie,Gmina wiejska,2606062,88037,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BATALIONÓW CHŁOPSKICH W SADOWIU,Sadowie,94,39,57,21,64,64,39,44,24,44,44,38,54,28,51,25,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Tarłów,Gmina wiejska,2606072,20558,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W DURANOWIE,Duranów,67,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Tarłów,Gmina wiejska,2606072,22190,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W TARŁOWIE IM. BOHATERÓW BITWY O TARŁÓW W 1915 R.,Tarłów,ul. Rynek 42,22,51,22,53,13,22,32,19,24,20,21,54,31,42,38,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Wojciechowice,Gmina wiejska,2606082,85881,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W WOJCIECHOWICACH IM. GEN. FRANCISZKA KAMIŃSKIEGO KOMENDANTA GŁÓWNEGO BCH,Wojciechowice,40,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Wojciechowice,Gmina wiejska,2606082,85970,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W STODOŁACH,Stodoły-Kolonie,55,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Wojciechowice,Gmina wiejska,2606082,85994,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. OFIAR KATYNIA W GIERCZYCACH,Gierczyce,123,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,opatowski,Wojciechowice,Gmina wiejska,2606082,87376,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W BIDZINACH,Bidziny,121,16,64,15,61,51,16,35,19,30,20,16,55,25,55,25,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Bałtów,Gmina wiejska,2607022,48614,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. LEGIONÓW POLSKICH W OKOLE,Okół,82,3,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Bałtów,Gmina wiejska,2607022,72360,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BAŁTOWIE,Bałtów,81,17,43,15,40,36,17,43,12,40,40,17,45,28,35,22,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Bodzechów,Gmina wiejska,2607032,61662,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. WALENTEGO STEFAŃSKIEGO W BODZECHOWIE,Bodzechów,ul. Szkolna 12,14,64,21,71,80,14,47,26,38,24,13,60,30,65,84,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Bodzechów,Gmina wiejska,2607032,61875,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA BRZECHWY W CHMIELOWIE,Chmielów,ul. Spacerowa 2,13,56,18,51,44,13,40,22,40,40,12,71,31,89,93,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Bodzechów,Gmina wiejska,2607032,65283,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W SZWARSZOWICACH,Szwarszowice,20a,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Bodzechów,Gmina wiejska,2607032,87822,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W SARNÓWKU,Sarnówek Duży,11,11,58,8,60,67,11,53,20,56,44,11,64,22,58,44,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Bodzechów,Gmina wiejska,2607032,90536,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W SZEWNIE,Szewna,ul. Langiewicza 3,48,60,16,62,40,48,44,21,42,60,42,68,28,74,96,,,,,,,,,,,6,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Kunów,Miasto,2607054,88258,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. ANTONIEGO HEDY ?SZAREGO? W KUNOWIE,Kunów,ul. Szkolna 1,30,51,15,52,47,30,43,21,42,16,30,55,29,54,24,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Kunów,Obszar wiejski,2607055,85087,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W JANIKU,Janik,ul. Szkolna 21,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Kunów,Obszar wiejski,2607055,89981,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. STANISŁAWA STASZICA W NIETULISKU DUŻYM,Nietulisko Duże,30,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Kunów,Obszar wiejski,2607055,272863,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W WYMYSŁOWIE,Wymysłów,ul. Wesoła 43,3,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,8161,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 3 IM. BOLESŁAWA CHROBREGO W OSTROWCU ŚWIĘTOKRZYSKIM,Ostrowiec Świętokrzyski,ul. Niska 9,32,63,15,66,71,32,53,26,50,32,32,69,29,82,82,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,8162,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 4 IM. PARTYZANTÓW ZIEMI KIELECKIEJ W OSTROWCU ŚWIĘTOKRZYSKIM,Ostrowiec Świętokrzyski,ul. Polna 56,52,61,16,59,58,52,39,21,32,16,51,67,28,75,100,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,8163,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 7 IM. HENRYKA SIENKIEWICZA W OSTROWCU ŚWIĘTOKRZYSKIM,Ostrowiec Świętokrzyski,ul. Akademicka 20,49,69,15,69,69,49,49,24,44,40,49,73,26,82,95,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,8165,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 9 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W OSTROWCU ŚWIĘTOKRZYSKIM,Ostrowiec Świętokrzyski,ul. Niewiadoma 19,20,58,17,55,53,20,55,28,60,80,20,70,24,76,73,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,8166,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 10 W OSTROWCU ŚWIĘTOKRZYSKIM,Ostrowiec Świętokrzyski,ul. Rzeczki 18A,17,63,15,67,69,17,38,19,32,24,16,59,24,61,87,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,9189,dla młodzieży,Tak,SZKOŁA PODSTAWOWA SPECJALNA NR 21,Ostrowiec Świętokrzyski,ul. Henryka Sienkiewicza 67,14,22,8,21,11,14,36,16,32,32,14,26,10,22,22,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,14716,dla młodzieży,Tak,KATOLICKA PUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW. ZYGMUNTA SZCZĘSNEGO FELIŃSKIEGO W OSTROWCU ŚWIĘTOKRZYSKIM,Ostrowiec Świętokrzyski,ul. Grabowiecka 15,13,69,16,67,58,13,62,22,68,48,13,85,16,93,93,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,15176,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 14 IM. ORLĄT LWOWSKICH W OSTROWCU ŚWIĘTOKRZYSKIM,Ostrowiec Świętokrzyski,os. Stawki 35,64,55,21,59,73,64,46,28,36,16,64,67,31,78,100,,,,,,,,,,,,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,15178,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA NR 5 IM. STEFANA ŻEROMSKIEGO W OSTROWCU ŚWIĘTOKRZYSKIM,Ostrowiec Świętokrzyski,os. Ogrody 20,87,61,17,64,67,87,47,26,44,16,86,71,26,78,98,,,,,,,,,,,1,,,,,,,,,,,,,,
Świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,Gmina miejska,2607011,15185,dla młodzieży,Nie,NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. STANISŁAWA KONARSKIEGO,Ostrowiec Świętokrzyski,ul. Henryka Sienkiewicza 65,11,71,8,73,58,10,69,18,66,48,10,97,2,97,98,,,,,,,,,,,,,,,,,,,,,,,,,
